F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
0.85,-6,9.78,6.04,-2.36,-677.4,145.14,Europe,4,1499.85,-449.28,8,-2047.86,-18.27,Very low,8302.05,423.69
0.01,0.44,6.76,1.05,-9.04,-1107,177.68,UK,4,2341.11,-229.44,12,-1023.42,-17.31,Very low,45900.81,86.74
0.45,4.56,1.92,7.36,-4.84,-934.29,220.48,UK,5,1948.53,-334.86,8,-1646.74,-21.11,Very high,32160.6,2742.56
2.58,-2.16,11.8,2.96,-8.08,-992.22,81.02,Europe,4,2985.57,-478.32,6,-2420.68,-24.74,Very high,9144.12,133.18
27.22,-3,19.92,1.78,-11.5,-933.03,146.3,USA,4,2443.95,-411.9,8,-2360.64,-31.59,Medium,23751.36,967.33
1.49,2.03,0.78,5.44,-15.66,-905.82,205.34,Europe,2,2789.28,-303.63,8,-3058.7,-20.04,Very high,33215.07,48.03
6.46,3.75,14.66,3.21,-5.12,-711.66,33.32,Europe,3,2065.98,-270.96,4,-3261.54,-19.64,High,12129.12,0
52.69,2.12,17.3,6.24,-7.16,-802.56,68.1,UK,5,1075.26,-330.36,4,-1840.78,-15.87,Low,11640.03,2491.88
112.04,3.97,6.14,1.63,-16.16,-914.91,155.76,Europe,4,379.59,-370.05,8,-2315.1,-21.54,High,23708.58,390.46
0.03,2.42,14,6.59,-7.72,-875.73,185.4,Rest,1,200.4,-282.72,10,-2733.76,-15.3,High,36174.81,3237.56
0.64,-6.18,5,9.58,-22.6,-898.11,102.18,Rest,2,1415.1,-311.61,8,-2081.06,-11.74,High,41746.8,1555.64
7.62,-1.61,12.52,0.42,-11.38,-815.73,124.7,UK,5,1135.14,-392.97,8,-2939.7,-31.7,Very low,46015.47,0
9.15,-6.79,9.82,5.55,-9.22,-723.72,144.12,Europe,8,1259.73,-255.63,12,-2626.82,-23.55,Very low,21128.28,373.56
7.33,0.41,8.22,10.94,-8.62,-699.48,89.8,Rest,4,434.07,-272.37,6,-1676.82,-22.28,Very high,23161.02,3734.99
0.09,-0.49,6.34,5.42,-1.88,-822.63,151.64,Rest,9,253.89,-390.27,6,-1860.7,-19.93,High,57307.89,3760.66
0.01,0.33,20.2,7.25,-5.12,-731.25,216.34,UK,3,621.78,-453.09,12,-1693.64,-17.63,High,28603.32,2959.77
0.06,-1.47,5.92,6.61,-15.38,-791.34,162.3,USA,6,594.18,-385.98,6,-1346.24,-13.99,Very high,1219.5,2686.19
1.99,4.13,3,0.77,-13.4,-764.82,113.52,Rest,4,1395.69,-415.65,8,-2456.42,-20.3,Medium,24806.22,0
0.02,-6.07,3.72,3.87,-18.42,-876.69,114.66,Rest,2,-675.99,-374.46,12,-2278.94,-16.45,Very high,19658.01,764.61
1.55,-2.22,2.04,1.82,-8.9,-864.15,62.48,Europe,4,964.17,-367.71,2,-1655.86,-22.88,Low,48063.6,64.44
1.48,-4.1,3.94,3.65,-5.26,-745.17,169.98,Rest,3,1188.93,-258.15,6,-2592.92,-20.86,Very high,24420.84,1417.98
38.38,0.13,8.68,2.38,-11.84,-799.86,139.16,UK,8,1142.61,-525.39,10,-2799.1,-19.84,High,21748.47,1227.62
2.86,-4.52,11.44,5.96,-4.4,-768.9,125.74,USA,2,2187.54,-264.72,4,-2284.02,-18.42,Low,24588.15,688.71
0.92,-0.55,14.78,1.65,-4.24,-740.07,79.44,Rest,1,975.72,-273.39,8,-2425.96,-11.65,Medium,17456.07,16.59
2.31,1.87,2.46,3.69,-7.34,-677.1,15.3,Rest,2,984.69,-212.16,10,-2331.86,-21.54,Low,12514.17,0
0.02,0.84,11.94,4.97,-16.94,-997.2,98.68,Rest,2,2199.87,-296.55,4,-1031.84,-21.61,Low,12435.06,2280.15
0,-3.36,13.32,0.62,-12.6,-687.57,140.62,UK,3,2385.18,-285.57,16,-3881.58,-19.01,Very low,20504.16,0
0.47,1.58,4.86,1.16,6.38,-1120.32,180.5,Rest,9,1054.32,-424.41,8,-2822.4,-34.39,Low,23775.96,1163.87
3.79,0.2,3.76,4.41,-9.7,-732.72,208.82,Europe,8,-293.82,-299.61,2,-1653.5,-19.49,High,23552.88,2132.47
0.5,-3.51,10.26,4.14,-0.46,-704.55,135.18,UK,4,-184.08,-435.36,4,-3331.04,-29.97,Very low,60151.47,749.75
0.07,-0.34,10.48,5.69,-11.9,-825.39,8.28,USA,2,2043.15,-250.29,4,-1819.56,-19.37,Medium,44201.19,134.41
9.05,0.45,3.6,0.96,-19.92,-818.43,115.96,USA,7,4134.9,-318.18,2,-1364.68,-21.62,Low,19710.27,180.2
6.7,2.46,8.76,4.32,-12.98,-859.35,95.8,Rest,6,1115.07,-230.94,16,-2324.22,-21.56,High,39010.32,310.13
27.12,-5.39,5.18,2.5,-10.52,-615.42,174.6,Europe,3,258.36,-238.98,16,-2508.8,-21.87,Low,13530.24,0
32.43,3.7,4.68,1.31,-5.02,-891.99,108.14,Rest,2,849.54,-234.84,10,-2635.2,-20.23,Very high,21681,0
2.44,2.38,3.4,4.14,-8.62,-747.48,122.66,Rest,4,559.77,-343.14,8,-1621.3,-18.99,High,46167.72,2039.66
0.47,3.54,6,3.56,-19.82,-1110.24,-29.52,Europe,4,2647.08,-426.36,10,-3384.52,-19.69,Medium,42896.43,0
0.12,2.85,0.98,2.85,-10.92,-818.73,51.1,Rest,7,1834.26,-329.34,8,-2647.04,-16.48,Very high,20830.26,0
288.14,1.44,2.02,3.21,-3.22,-798.99,153.04,Rest,7,1261.8,-296.01,6,-1559.64,-19.39,Low,76055.55,2148.72
18.11,-1.58,6.74,1.2,-21.16,-731.16,194.16,UK,1,2078.94,-269.34,8,-1473.98,-22.63,Very low,22966.2,0
12.97,-0.47,6.4,10.83,-10.46,-746.07,76.22,Rest,2,350.79,-289.02,4,-1297.32,-14.81,Medium,32445.57,3523.68
626.65,1.34,16,4.59,-6.34,-811.29,189.16,Rest,3,2489.67,-317.97,8,-1099.82,-23.59,Medium,20685.81,3599.16
63.1,2.99,4.48,3.18,-5.4,-298.05,51.68,Rest,7,2682,-391.98,10,-1598.56,-20.27,Very low,19402.2,0
2.49,-1.88,16.92,2.04,-8.98,-817.32,23.1,UK,5,1620.21,-378.06,12,-2286.22,-20.47,Medium,38991.75,0
0.65,5.73,7.9,14.23,-10.34,-866.43,21.12,Europe,4,1341.81,-210.69,8,-2338.92,-20.11,High,27961.44,603.3
490.16,-1.62,4.24,4.98,-1.56,-819.03,87.58,UK,6,1268.25,-298.23,4,-2118.94,-22.54,Low,23133.24,642.8
7.57,-3.11,10.74,5.5,-13.18,-658.02,164.16,UK,3,1974.75,-352.08,8,-1551.1,-23.91,Very low,55039.23,1567.58
0.88,-0.88,13.02,3.49,-3.54,-746.64,68.58,UK,5,1411.68,-277.95,6,-2472.52,-17.5,Very high,58732.83,1385.75
0.03,3.92,2.74,1.34,-13.2,-687.84,-44.26,Rest,3,1749.15,-261.36,14,-2433.96,-19.88,Very low,21474.75,0
0.13,-2.92,10.56,4.9,-20.9,-827.58,52.68,Europe,3,1748.22,-284.79,8,-889.86,-19.82,Medium,19179.6,415.41
1.25,8.05,5.96,1.42,-11,-1043.1,188.42,Europe,2,1646.82,-477.99,8,-2982.28,-20.22,Medium,30792.03,0
26.88,-0.74,4.76,2.11,-11.68,-937.74,153.78,Rest,7,1577.22,-463.77,4,-1792.5,-12.6,Medium,21150.87,2637.04
0.28,-10.17,3.14,2.83,-9.3,-391.5,101.6,UK,5,1047.93,-401.43,8,-3304.58,-20.94,Low,25907.88,0
0.14,0.51,11.08,2,-6.26,-907.62,104.34,Rest,3,1933.92,-410.01,20,-2228.8,-26.3,Very high,27652.95,0
0.14,-5.02,13.78,7.95,-18.82,-812.1,129.64,Europe,2,-1051.68,-166.83,6,-1262.84,-19.44,Very high,19548.21,2184.98
0.07,-3.34,13.24,1.89,-11.4,-751.17,209.7,UK,4,1762.65,-300.09,10,-2187.7,-14.72,Medium,37688.64,1870.88
18.99,0.58,8.2,1.28,-17.14,-1177.38,82.92,USA,5,587.07,-297.33,4,-1878.22,-21.87,Medium,9337.14,816.64
0.38,1.6,6.98,10.39,-17.5,-895.35,117.02,USA,7,2.94,-392.34,10,-2179.6,-19.92,Very high,39904.5,2389.1
0.01,-8.31,10.28,1.22,-6.88,-681.24,127.36,Rest,6,1057.05,-401.7,4,-1048.22,-19.8,Low,40098.57,3370.5
9.88,2.07,4.34,3.29,-15.2,-901.62,177.56,USA,2,1436.34,-513.39,12,-1828.58,-23.06,High,32363.85,487.25
28.21,2.89,0.78,2.51,-14.48,-716.88,93.98,USA,4,1898.25,-422.19,2,-1978.82,-20,High,17286.12,237.87
1.27,-4.18,8.72,0.38,-16.52,-864.42,110.52,USA,5,2415.03,-225.42,10,-2757.02,-23.03,Very high,23894.7,0
0.46,-7.31,6.58,4.68,-10.38,-764.19,106.42,UK,5,619.08,-318.15,10,-2675.52,-29.2,Very low,33776.64,0
126.36,-7.18,2.76,2.8,-15.28,-836.25,133.36,UK,4,2439.66,-302.97,10,-2187.32,-23.83,Very low,-9961.98,0
1.55,1.39,1.54,5.79,-20.96,-878.64,84.9,UK,5,1725.93,-336.57,12,-2545.92,-22.04,Very low,27057.54,0
0,-2.2,11.96,0.62,-14.18,-820.14,115.06,USA,3,297.57,-437.04,4,-1695.42,-19.12,Very high,11015.4,1605.31
0.08,-1.37,4.94,2.01,-12.2,-552.12,48.4,UK,4,2552.52,-399.21,8,-2140.9,-13.6,Very high,11161.65,0
2.12,-0.21,10.48,3.14,2.92,-865.26,180.28,Europe,2,2866.08,-463.56,2,-2560.08,-21.15,Low,16970.16,214.38
4.54,0.3,12.42,8.28,-6.9,-811.68,206.96,Rest,1,1707.75,-265.83,2,-2698.62,-21.31,High,23083.5,3616.82
10.37,-2.13,5.22,4.23,-6.82,-729.75,87.24,UK,3,795.81,-287.19,6,-2826.52,-23.51,Medium,22471.68,0
18.05,-2.26,5.52,4.6,-15.7,-645,237,Europe,2,289.38,-297.3,6,-1690.52,-20.04,Low,33977.25,998.85
0,0.98,1.4,3.47,-11.54,-750.75,165.02,Rest,2,1780.59,-410.25,10,-2321.62,-21.33,Very high,31798.14,123.15
0.54,-1.5,6.5,7.13,-11.78,-933.3,175.5,Europe,4,1419.6,-375.03,8,-1784.12,-18.08,Very high,11862.66,1133.97
0.1,2.33,6.08,3.33,-12.7,-721.56,93.54,USA,4,2357.91,-390.45,4,-2658.54,-23.11,Low,10712.61,0
0.18,3.52,9.38,4.6,-8.78,-770.67,177.8,USA,3,1500.15,-437.73,12,-899.18,-16.61,Very high,13663.02,1910.08
13.36,-2.12,7.44,1.13,-16.48,-936.03,137.36,Rest,2,2247.51,-503.49,6,-2895.14,-25.22,Very low,29959.86,0
0.47,-0.01,9.18,1.27,-1.9,-832.02,121.38,Rest,6,571.89,-306.96,8,-2148.26,-22.75,Low,24986.46,1087.13
108.31,2.88,9.1,1.84,-11.18,-807.33,81.52,UK,4,2177.7,-344.73,10,-1759.56,-23.25,Very low,-335.25,0
0,2.35,2.96,4.47,-17.28,-775.89,172.8,UK,4,911.46,-395.85,2,-1767.9,-20.39,Medium,22497.75,2427.17
0.71,-2.51,6.76,10.47,-8.22,-986.7,233.36,UK,6,2041.74,-254.85,16,-2167.02,-19.7,Very low,-14101.56,2173.32
0.08,-2.41,3.92,5.1,-6.52,-835.44,209.06,Europe,3,3179.91,-274.59,6,-2085.56,-22.95,Medium,34849.98,324.59
0.01,1.43,3.26,1.74,-15.02,-644.28,147.76,Europe,6,622.35,-217.56,14,-3163.62,-27.69,High,-18598.83,0
4.25,1.6,20.12,0.3,-16.4,-812.79,143.7,Europe,4,927.39,-193.14,8,-2556.04,-8.21,Very low,27487.38,359.73
185.87,-1.35,9.98,0.86,-14.74,-909.96,86.92,UK,1,1435.32,-340.68,8,-2745.5,-16.08,Medium,39560.4,0
0.03,2.06,3.94,3.57,-6.22,-974.88,105.14,Europe,5,2501.46,-324.96,10,-2638.24,-13.61,High,1995.69,0
575.27,-2.65,10.78,2.24,-7.22,-919.5,118.38,UK,1,119.73,-481.32,8,-2010.4,-19.48,Very low,47652.18,0
0.05,-2.59,22.22,0.14,-5.78,-656.7,166.12,Rest,3,1542.72,-412.62,6,-2635,-20.08,Very high,19565.55,3280.59
0.04,5.88,5.08,1.58,2.8,-793.11,152.2,Europe,4,2099.82,-461.31,8,-1756.56,-15.35,Medium,26762.61,174.76
0.59,-3.48,4.32,6.41,-1.98,-861.9,150.62,UK,3,1997.91,-350.4,4,-2789.9,-16.16,Medium,27368.28,385.45
0.01,-3.01,15.12,3.68,-11.26,-312.99,157.9,Europe,3,996.09,-257.22,12,-1549.1,-20.64,Very low,-840.03,564.24
0,-1.7,10.94,2.15,-11.18,-900.93,131.82,Rest,3,2242.35,-411.54,12,-3023.6,-23.96,Low,34126.95,0
0.07,-6.09,4.86,6.88,-18.26,-979.74,66.12,Europe,0,893.79,-382.71,12,-1865.46,-23.54,Very high,19498.44,70.56
0,5,27.46,2.35,-10.26,-777.99,180,Europe,2,2271.48,-213.18,4,-2339.44,-20.1,Low,69657.84,1068.12
1.1,-2.37,8,1.3,-11.14,-498.63,92.68,Rest,6,865.41,-440.55,10,-3187.1,-12.42,Very high,37487.04,51.91
1.47,-0.72,1.48,2.55,-12.2,-716.91,60.12,Rest,4,1354.02,-322.86,6,-1272.9,-26.39,Medium,10791,94.96
2.14,5.05,6.78,2.34,-4.96,-983.61,98.7,UK,5,1866.39,-309.6,10,-2073,-23.93,Low,27426,0
2.47,5.44,8.32,7.97,-3.48,-591.3,201.2,Rest,4,2836.32,-402.18,4,-1524.04,-23.47,Very low,20124.06,3377.01
1.2,-2.76,19.46,2.61,-9.36,-831.03,70.34,Rest,0,1263.27,-449.61,8,-2449.94,-16.27,Medium,22296.18,128.47
0.05,5.86,1.58,6.31,-9.58,-790.02,159.26,USA,3,1072.59,-340.26,8,-2364.36,-24.45,Very low,26593.47,261.47
19.53,-4.18,6.68,3.39,-7.26,-1378.74,173.14,USA,4,837.66,-205.53,8,-2758.34,-19.12,High,30993.3,853.64
1.52,5.1,4.6,9.69,4,-664.74,173.88,UK,4,3336.21,-331.65,2,-2280.52,-19.36,Low,26416.2,1753.12
0.06,-0.42,3.36,4.81,-12.3,-668.04,152.74,USA,10,1231.89,-338.7,10,-1773.48,-13.69,Medium,38842.62,1640.37
0.02,3.2,8.94,1.92,-15.12,-714,120.16,USA,4,499.14,-382.65,10,-1799.74,-20,High,35130.33,962.3
8.53,3.39,24.32,1.06,-11.42,-952.35,139.3,UK,4,2323.41,-445.41,8,-2847.84,-23.57,Medium,36540.09,1265.83
119.45,1.46,3.96,2.45,-4.94,-1072.23,92.58,USA,2,2205.84,-179.64,12,-1839.52,-20.92,High,25201.92,0
0.01,1.69,6.12,1.22,-15.56,-309.3,29.9,USA,3,1309.86,-355.17,14,-1886.6,-21.23,Very high,-13131.36,0
10.35,-3.18,9.04,4.41,0.38,-770.25,213.02,USA,2,2023.35,-308.85,8,-1974.22,-16.46,Very high,3542.7,1488.69
7.33,-2.7,3.12,7.42,-6.84,-731.19,105.44,Europe,3,-56.91,-408.72,4,-3211.18,-20.34,Medium,18983.1,242.7
0.15,4.35,3.16,0.46,-8.6,-890.43,194.88,Rest,5,791.64,-350.91,4,-1429.02,-17.83,Medium,25179.27,3096.28
3.46,-0.09,8.64,5.41,4.78,-819.87,96.2,UK,5,2176.38,-428.49,12,-1692.04,-23.64,Very low,40271.82,0
0,-5.03,12.26,5.24,-13.58,-840.45,230.8,Rest,3,2138.7,-302.94,2,-1734.9,-18.68,Very high,37420.74,3780.09
0.48,-2.09,4.62,4.74,-7.24,-831.84,191.1,Rest,5,2603.28,-259.23,10,-1853.4,-22.02,Very high,23588.97,2448.73
69.8,-1.81,3.38,3.76,1.54,-776.49,133.18,USA,2,1898.4,-319.29,8,-2275.96,-21.83,Very high,52612.2,172.52
2.56,-3.73,4.76,4.73,-13.52,-716.25,103.9,UK,4,2115.18,-277.77,2,-2823.46,-18.41,Very high,579.21,419.79
0.14,1.54,2.06,3.91,-2.18,-956.46,172.48,USA,4,2245.98,-329.1,8,-1005.96,-19.06,Very low,22467.99,675.89
6.88,1.64,3.64,1.33,-15.22,-753.15,166.78,UK,6,111.57,-313.14,6,-2029.26,-23.67,Very high,18963.51,2388.11
27.51,-4.26,1.22,6.79,-12.5,-842.34,162.58,Europe,0,948.96,-296.4,14,-2627.28,-20.36,Low,29363.76,0
0.02,-3.16,5.56,5.39,-3.84,-786.42,189.36,Rest,5,176.04,-319.86,10,-2990.18,-20.27,Very low,17957.25,1070.63
1.73,6.42,22.5,0.51,1.1,-787.77,210.42,Europe,3,1219.86,-320.97,4,-2320.36,-22.32,High,25961.13,1414.85
0.09,0.05,2.04,0.65,0.4,-1142.1,177.3,Europe,7,602.19,-531.45,10,-2957.3,-24.83,Very low,21233.76,0
0.01,-4.76,2.9,8.02,-8.84,-889.83,164.84,Europe,3,1163.28,-286.77,10,-3266.66,-18.32,High,26452.89,199.29
0.17,1.01,24.12,5.05,-13.04,-871.92,106.3,USA,3,-374.61,-416.79,10,-1720.6,-19.75,Medium,19430.4,2359.29
0.47,4.8,11.82,7.67,-16,-1111.2,227.72,Rest,7,842.64,-242.49,2,-2179.88,-24.5,Very high,23362.74,3798.7
0.03,-3.48,12.08,2.44,-3.64,-897.66,173.86,Rest,4,149.52,-276.06,10,-2763.6,-29.11,Low,46851.18,1497.56
0.38,-0.67,8.78,8.57,-4.52,-611.07,150.2,USA,2,3413.76,-252.06,12,-2484.1,-19.51,Very high,33035.22,471.76
3.4,0.31,12.42,3.45,-11.08,-829.86,231.14,Rest,4,492.39,-529.5,8,-2031.66,-30.67,Very low,5196,3466.18
1.84,-3.92,2.14,0.75,1.6,-841.11,146.72,USA,3,21,-337.77,8,-2841.56,-14.14,Low,-2713.56,0
26.89,-4.34,5.22,2.38,-11.98,-993.27,65.26,USA,4,479.16,-240.69,4,-2423.26,-7.45,Very low,26043.6,0
2.07,3.43,11.38,1.8,-14.96,-1047.33,104.74,USA,3,2379.54,-188.79,4,-2772.62,-12.5,Low,22488.6,0
0.03,3.13,3.24,11.47,-13.42,-680.34,129.44,UK,5,1476.81,-334.17,4,-1498.16,-19.69,High,34319.43,2840.93
0.01,0.54,3.86,7,-1.4,-799.17,39.82,Rest,2,1818.99,-223.65,8,-2754.46,-20.59,High,35547.78,0
0.12,-2.38,15.36,4.11,-8.66,-697.89,261.32,Rest,3,-82.2,-365.16,6,-1449.72,-20.69,Very low,28920.06,3786.86
2.37,0.43,7.28,2.1,4.6,-1063.86,153,Rest,4,-64.14,-521.31,8,-2109.46,-22.21,Low,31620.54,1512.03
0.01,-2.13,11.08,3.12,-5.78,-977.4,130.58,USA,4,339.06,-327.36,2,-2937.6,-8.33,Medium,39221.43,1174.1
0.09,0.83,6.04,10.14,-3.4,-469.65,-56.18,USA,5,1761.09,-195.24,2,-3516.1,-19.58,Medium,22277.46,0
0.25,0.84,20.52,6.52,2.88,-869.1,190.28,Rest,4,517.83,-417.57,14,-1589.02,-20.14,Very high,46514.7,3789.63
65.74,-3.29,6.52,1.35,-9.92,-862.44,10.42,Europe,0,1961.28,-315.21,6,-3064.86,-13.91,Very high,14233.17,0
1.87,-1.58,3.18,0.27,-12.2,-741.6,110.72,Rest,6,1870.23,-132.45,10,-2370.44,-18.86,High,11244.78,0
79.44,1.26,3.06,0.43,-11.1,-1056.6,260,UK,5,986.85,-404.61,12,-1927.96,-15.59,Very low,21134.46,726.91
1.97,0.77,9.1,5.58,3.84,-834.3,31.54,Europe,4,1206.6,-439.29,4,-1732.92,-22.69,Medium,28073.43,360.45
2.12,0.7,8.44,4.09,-3.56,-701.91,42.26,UK,4,2037.3,-235.83,8,-2618.92,-14.09,Medium,24139.17,0
0.17,-3.9,11.22,6.46,-13.8,-747.63,166.72,UK,1,1237.14,-369.81,6,-1767.52,-12.94,High,29907.06,2546.13
49.06,0.21,9,3.31,-3.12,-992.37,201.06,UK,3,141.12,-335.1,10,-2563.72,-21.6,High,15621.45,1978.29
1.06,4.64,1.88,0.72,-14.1,-772.32,55.66,USA,4,1207.86,-373.65,4,-2430.58,-18.61,Medium,20843.43,0
224.64,-0.73,5.4,2.4,-9.5,-941.58,90.4,UK,2,1190.1,-534.96,10,-1531.96,-17.61,Medium,17877.57,0
0.14,-2.56,6.12,6.07,-1.58,-777.27,216.14,USA,3,1050.45,-347.25,6,-1829.8,-19.02,Very low,24092.37,1506.1
1.05,-3.75,1.16,3.94,-8.06,-845.52,99.58,UK,3,1987.71,-259.5,14,-1942.46,-18.27,Medium,-29730,0
0.02,-1.55,20.7,0.37,-3.48,-854.04,242,USA,3,1180.53,-364.74,6,-2194.42,-23.99,Very high,33923.91,2539.37
0,-4.11,12.74,6.21,-7,-881.58,96.96,UK,3,2846.76,-338.4,14,-1793.14,-11.46,Low,13779.57,0
1.63,-0.38,11.44,5.22,-16.5,-646.5,168.28,USA,3,1213.74,-283.35,4,-2257.4,-19.62,Very low,27490.59,1228.04
0,-1.12,22.96,2.37,-11.7,-798.06,88.8,UK,5,381.93,-261.24,12,-1836.96,-19.68,Medium,31379.16,2448.55
1.52,-2.22,4.08,4.09,-5.34,-946.23,85.68,UK,1,2259.3,-234.12,10,-1174.06,-20.54,High,4520.58,0
0.1,-0.93,1.04,7.34,-23.62,-794.82,119.78,UK,6,1637.04,-357.63,8,-2286.56,-30.51,Low,21851.7,350.89
1.48,-1.47,14.78,4.62,0.62,-836.19,115.36,UK,3,530.94,-396.45,8,-1538.6,-18.43,Medium,44514.18,2452.13
2.71,-1.37,3.64,1.24,-4.22,-823.53,82.96,Rest,3,2502.15,-327.81,12,-2305.28,-19.86,Very low,-20700.54,0
303.14,-2.67,5.26,1.04,-15.38,-728.37,170.5,UK,7,2986.89,-246.24,6,-1878.8,-23.33,Very low,21101.61,0
20.07,-0.63,10.28,5.77,-5.82,-826.23,125.86,USA,4,-187.83,-204.15,10,-739.66,-25.94,Low,25760.28,2039.19
2.06,-3.18,3.5,4.32,-11.98,-923.4,207.4,Rest,2,3238.89,-248.52,8,-2578.44,-22.73,Low,29710.92,0
3.49,0.86,4.04,3.59,-10.5,-505.5,202.8,UK,5,1303.5,-461.04,6,-2001.88,-20.15,High,30623.61,2334.96
1.49,-0.34,5.94,11.97,-5.86,-795.54,174.74,Europe,6,1111.98,-255.9,12,-2563.78,-14.62,High,27084,1134.26
0.33,-2.08,4.02,5.57,-10.9,-752.7,78.94,UK,2,633.27,-455.85,8,-1926.22,-21.33,Medium,9918.72,0
8.17,-3.93,2.3,1.98,6.5,-847.83,144.02,USA,5,1216.02,-348.69,14,-1971.64,-13.26,Medium,30261.09,0
3.19,1.99,16.56,1.45,-6.54,-807.39,124.5,USA,5,1436.37,-327.06,4,-1012.6,-19.16,Very low,56426.25,1709.64
12.11,0.11,10.06,8.21,-11.32,-595.59,86.18,Rest,3,1339.05,-442.56,10,-1536.36,-19.39,High,54492.39,2648.71
0.17,3.83,18.42,5.9,-7.36,-797.76,195.78,Rest,2,276.87,-374.85,10,-1800.58,-15.77,Very high,29480.58,3780.14
0.01,1.07,9.94,8.19,-11.36,-866.58,80.7,Europe,0,1893.39,-327.75,8,-2477.26,-17.14,Very low,14816.22,0
40.46,0.27,10.22,2.27,-10.78,-810.03,118.48,Rest,5,2047.47,-397.59,8,-498.32,-18,Low,39423.81,2605.87
0,3.17,10.32,4.56,-3.94,-757.02,181.6,USA,2,2076.48,-314.1,12,-2188.68,-20.24,Low,22562.1,411.2
0.02,6.46,9.46,2.93,-6.8,-643.59,81.22,Europe,2,1295.4,-339.09,6,-2090.96,-20.08,Medium,28042.8,106.55
34.2,0.49,15.94,0.98,-14.6,-870.81,154.9,USA,5,-145.89,-349.11,6,-1565.82,-20.13,Very high,-2344.59,2560.01
0.11,-3.5,4.54,3.11,-14.08,-1031.73,63.64,USA,2,1267.11,-333.36,4,-3363.06,-15.52,Very high,20396.67,0
0.02,-0.51,24.86,1.83,-10.2,-828.48,20.36,Rest,4,958.5,-457.98,12,-1973.38,-23.06,Low,25070.28,662.8
5.44,4.72,1.86,10.14,-4.44,-857.61,78.58,Europe,5,764.07,-389.46,6,-2074.06,-19.6,Low,28066.02,457.97
0,0.89,5.42,3.5,-4.52,-697.92,153.96,USA,3,983.7,-316.29,10,-1548.92,-18.5,High,27513.75,1050.07
0.08,-0.16,1.26,7.7,-8.84,-955.26,110.64,USA,8,714.39,-358.05,12,-1666.78,-25.93,Low,24809.94,1115.22
0.2,4.69,7.92,3.06,-11.4,-859.53,22.3,Europe,8,1469.82,-212.25,14,-2156.5,-20.97,Very low,12732.09,0
742.99,-1.09,1.28,1.52,-4.8,-876.33,172.62,Europe,4,862.92,-297.39,10,-2779.96,-24.37,Medium,47863.26,0
13.07,1.92,3.54,0.35,-17.72,-793.44,121.3,USA,5,2012.79,-265.98,8,-2486.78,-17.89,Very high,23339.64,0
0.16,-3.25,1.68,0.04,-8.34,-820.68,44.3,Europe,3,904.86,-403.26,6,-2152.22,-16.75,Medium,58980.18,0
9.18,4.04,9.12,5.38,-9.52,-766.44,94.38,Rest,2,1294.5,-199.83,10,-2270.7,-12.99,Low,16107.96,0
1,-1.54,6.2,4.05,-15.44,-895.47,95.34,USA,8,12.39,-420.78,14,-1658.24,-15.93,High,31599.66,1296.1
3.59,-0.63,7.78,17.61,-3.92,-897.18,-9.04,Rest,3,368.82,-271.17,6,-1354.22,-17.92,Medium,17883.63,3655.07
0,-4.38,17.88,3.31,-14.56,-863.52,146.42,UK,6,1101.84,-320.82,8,-2415.44,-20.8,High,8294.64,2670.98
0.02,-0.58,3.66,3.44,-11.84,-659.49,135.92,UK,5,1201.53,-256.14,12,-2727.64,-21.45,Very low,14513.04,0
24.43,-1.88,10.6,0.73,-1.56,-864.3,74.88,USA,4,1474.95,-354.18,10,-2328.18,-19.19,High,32096.25,0
0.67,0.47,5.26,3.01,-17.92,-601.08,131.16,Rest,5,998.07,-375.39,4,-2548.76,-27.35,Very high,18830.94,2069.82
53.37,0.4,11.26,9.7,-3.96,-945.84,40.7,USA,2,1008.66,-277.71,14,-1190.12,-22.15,Low,44294.16,683.84
1.44,2.61,3.6,6.8,-9.86,-702.18,116.42,UK,5,846.3,-359.22,8,-2607.14,-21.78,Low,22156.89,323.48
1.12,-1.21,8.92,2.77,8.02,-860.52,150.94,USA,2,1943.34,-207.48,0,-1835.84,-19.47,Very high,22761.75,1486.25
471.71,2.42,15.88,4.28,-6.24,-764.67,107.1,Europe,7,67.83,-279.63,6,-2950.54,-26.27,Very low,69427.92,636.84
0.36,-0.99,5.52,6.84,-3.64,-916.83,159.54,USA,3,961.02,-216,12,-2284,-19.92,High,23915.46,923.31
0.03,-2.13,1.32,0.51,-2.5,-841.92,113.1,Europe,3,779.91,-240.27,8,-1945,-26.47,High,25743.09,16.87
0.04,-0.66,10.94,4.91,-11.46,-781.05,251.08,USA,3,2305.74,-185.19,2,-1403.96,-19.84,High,42146.19,2716.09
0.64,1.25,16.3,8.07,-9.3,-1118.25,84.06,Europe,5,1796.85,-286.23,10,-1757.1,-26.34,Low,30000.6,727.14
0,-0.37,2.52,1.36,-14.04,-733.17,121.7,USA,3,916.41,-401.85,12,-1530.96,-17.45,Very low,4272.09,0
39.79,3.26,11.82,10.24,-8.58,-691.38,20.24,Rest,6,1451.61,-221.01,18,-3571.74,-21.65,Low,23023.71,0
5.76,2.48,10.86,2.43,-7.78,-740.58,108.52,UK,1,436.14,-417.81,10,-1599.7,-20.54,Very low,15506.55,0
0,-6.73,13.46,2.84,-7.44,-840.18,123.02,UK,3,948.15,-424.44,8,-2350.34,-22.3,Low,19305.21,711.72
