F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-0.03,0.93,240,4.56,20,33.16,-9.8,97.86,9.4,6.31,-15.44,-36.32,16.8,-34.14,,False
2.55,2.39,150,2.94,20,31.86,-7.8,272.86,10.15,6.52,-24.3,-26.32,21.75,-424.14,,False
6.12,-0.57,90,2.2,20,29.76,-6.1,267.86,9.1,9.35,-20.86,-36.32,20.85,-304.14,-6.61,False
12.69,0.88,3,-3.36,2,21.04,3.56,97.86,1.6,10.13,-24.64,-21.32,2.58,-229.14,-9.05,True
4.38,2.18,825,1.44,20,31.36,-5.26,242.86,7.55,7.71,-18.08,-36.32,15.3,-214.14,-6.52,False
0.72,0.83,195,4.02,20,33.96,-6.72,222.86,9,5.6,-18.74,-26.32,24.9,-439.14,,True
14.34,2.67,90,-3.46,2,21.56,-1.18,96.86,1.69,11.86,-27.1,-25.32,1.5,-163.14,-8.24,True
11.91,0.81,120,-1.58,20,29.76,-5.32,287.86,13.95,12.37,-26.64,-36.32,17.7,-304.14,,False
16.8,1.41,495,5.26,20,33.46,-10.56,277.86,7.85,6.68,-14.26,-36.32,27.9,-379.14,-8.65,True
8.43,0.02,330,2.1,20,31.16,-7.02,287.86,8.8,7.41,-18.36,-46.32,18.6,10.86,,False
-1.35,4.5,555,6.86,20,34.56,-9.16,127.86,5.25,6.42,-15.44,-26.32,27.9,-349.14,-7.71,True
14.55,1.75,198,-3.44,0,21.42,2.44,109.86,1.19,12.67,-28.2,-25.32,0.87,-208.14,-8.08,True
14.13,1.21,156,-4.98,2,20.94,3.94,96.86,1.86,10.15,-27.52,-25.32,2.16,-199.14,-9.24,True
6.27,2.17,30,2.34,20,31.66,-6.6,272.86,9.7,6.81,-18.5,-36.32,17.55,-514.14,,False
18.75,3.4,60,-7.52,2,20.26,-1.04,81.86,1.42,10.11,-24.72,-23.32,2.73,-274.14,-6.94,False
16.47,3.9,6,-5.72,2,21.16,2.44,107.86,0.01,10.97,-25.1,-25.32,1.05,-196.14,-6.3,False
15.21,2.22,162,-11.64,2,21.74,-0.64,102.86,1.11,9.85,-23.62,-23.32,1.14,-175.14,-7.29,True
16.86,2.38,231,-4.9,2,21.52,2.6,98.86,1.17,10.14,-24.66,-23.32,2.46,-199.14,-8.19,True
-0.15,0.5,450,-2.7,20,30.86,-8.3,237.86,5.55,6.76,-23.56,-36.32,26.85,-304.14,-6.93,False
16.23,0.7,120,-5.66,2,21.08,1.34,94.86,1.77,11.24,-30.78,-25.32,0.45,-187.14,-7.72,False
0.15,1.82,1050,5.92,20,35.46,-10.2,287.86,5.9,5.46,-20.68,-36.32,25.2,-214.14,,False
19.56,1.48,117,-3.92,2,21.58,0.88,119.86,1.32,10.23,-23.64,-23.32,2.22,-247.14,-8.42,True
12.72,1.27,96,-5.9,2,21.28,1.8,108.86,1.39,11.48,-25.62,-23.32,2.22,-232.14,-9.31,True
-2.16,0.38,750,3.82,10,33.96,-8.24,187.86,7.9,8.53,-15.54,-46.32,15.6,-169.14,,True
16.11,1.21,0,-5.48,2,20.66,-0.56,94.86,1.23,10.7,-25.4,-22.32,1.23,-229.14,,False
1.47,0.68,75,1.26,20,33.46,-8.88,202.86,8.1,9.91,-18.54,-46.32,16.35,-124.14,,False
-1.11,-0.5,375,-1.64,20,36.06,-8.4,132.86,5.15,5.22,-14.04,-36.32,18.3,-34.14,,True
1.02,0.16,930,5.52,20,32.16,-3.92,232.86,11.55,6.7,-15.86,-36.32,27.9,-259.14,,True
-0.03,1.55,660,3.56,20,32.66,-5.66,222.86,9.4,5.6,-17.04,-26.32,28.35,-409.14,-8,False
0.9,0.98,360,-0.84,20,33.36,-8.34,117.86,7.8,8.32,-16.04,-26.32,15.9,-424.14,,False
22.47,0.78,33,-9.64,2,21,0.82,118.86,1.85,10.49,-24.48,-23.32,0.96,-199.14,,False
3.6,0.02,120,3.04,20,30.46,-2.3,312.86,9.8,6.6,-17.84,-36.32,24.6,-154.14,,False
16.23,1.18,129,-3.5,2,20.88,1.28,88.86,0.46,10.14,-24.4,-25.32,1.77,-205.14,,False
3.24,1.63,990,3.44,20,34.16,-9.5,247.86,13.7,8.48,-20.16,-36.32,24,-454.14,-6.72,False
15.69,3.22,57,-4.34,2,21.4,-0.1,116.86,1.48,11.63,-24.88,-23.32,2.16,-193.14,-10.09,True
12.51,1.06,90,-7.08,2,21.3,1.02,93.86,2,10.11,-29.84,-21.32,1.86,-235.14,,True
1.98,0.43,150,2.26,20,35.06,-10.16,142.86,9.3,6.01,-13.9,-36.32,18.15,-379.14,,True
16.14,0.91,6,-7.22,2,20.68,0.6,117.86,0.49,10.52,-24.98,-25.32,0.54,-169.14,-7.25,False
0.15,1.19,465,4.46,20,29.86,-9.78,152.86,9.45,5.52,-18.44,-26.32,27.3,-469.14,-7.12,False
4.41,-0.69,555,5,20,31.06,-7.28,77.86,10.35,7.49,-14.86,-36.32,20.4,-94.14,,True
19.08,1.26,66,-4.96,2,21.5,0.06,102.86,1.1,11.38,-25.52,-25.32,1.65,-193.14,-8.76,True
1.89,-0.4,285,3.42,20,33.16,-8.54,262.86,5.95,6.54,-18.82,-46.32,17.85,-169.14,,False
-1.08,1.38,555,-3.52,20,33.06,-10.18,147.86,8.75,7.03,-14.82,-26.32,20.25,-304.14,-7.87,False
-1.14,0.74,465,4.76,20,36.46,-4.6,277.86,10.3,7.24,-19.46,-36.32,20.7,-469.14,,True
12.81,1.1,48,-4.7,2,20.34,2.78,108.86,0.79,10.17,-27.6,-25.32,1.83,-211.14,-7.6,False
11.91,0.75,48,-4.14,2,21.6,2.76,80.86,0.93,10.5,-25.54,-23.32,2.13,-163.14,,True
1.08,1.38,1050,3.52,20,34.86,-6.18,272.86,5.55,6.2,-17.64,-36.32,22.35,100.86,,False
1.38,1.06,480,6.78,20,33.96,-11.28,92.86,6.55,4.85,-14.86,-36.32,22.05,-184.14,-8.17,True
12.36,2.2,114,-4.14,2,21.52,0.4,116.86,1.7,14.45,-23.54,-24.32,1.62,-214.14,-7.84,False
3.54,2.25,30,-3.34,20,32.16,-7.12,287.86,11.5,8.71,-17.82,-36.32,17.1,-229.14,-6.27,False
15.03,1.22,6,-7.18,2,21.18,-1.1,90.86,0.77,12.17,-25.14,-21.32,1.2,-271.14,,True
13.08,1.87,75,-3.84,2,20.94,2.34,105.86,0.55,11.15,-24.2,-23.32,2.58,-271.14,-9.27,True
1.38,0.78,255,5.24,20,31.56,-8.38,142.86,12.9,7.61,-16.52,-26.32,24,-439.14,-9.66,True
3.54,-0.16,990,5.66,20,32.36,0.78,267.86,10.65,5.67,-18.28,-36.32,29.25,25.86,,True
4.47,1.26,795,1.02,20,32.46,-6.04,162.86,14.1,7.89,-17.1,-26.32,16.05,-379.14,,False
16.47,2.51,90,-3.36,2,20.8,-1.2,90.86,1.57,11.45,-28.86,-25.32,2.37,-169.14,-8.74,True
0.72,1.03,960,6.34,20,35.56,-5.06,312.86,10.25,6.55,-16.18,-36.32,30.15,-364.14,-8.58,True
15.36,3.06,150,-4.24,2,21.08,-0.36,84.86,1.02,11.43,-27.52,-23.32,0.72,-166.14,-7.2,False
18.45,4.67,129,-6.48,2,21.2,0.28,87.86,0.52,11.7,-24.32,-24.32,2.61,-214.14,-8.94,True
-2.37,1.67,450,3.72,20,33.46,-3.18,237.86,12.1,6.13,-14.44,-26.32,29.25,-484.14,-8.61,True
14.97,1.05,144,-16.06,2,21.54,0.28,98.86,0.26,9.92,-27.04,-23.32,2.1,-157.14,-9.28,True
-2.31,-0.16,780,5.4,20,37.86,-8.2,247.86,9.5,5.42,-14.26,-46.32,17.25,-169.14,-9.19,True
3.66,1.45,1020,2.18,20,31.46,-6.04,187.86,8.85,7.84,-17.36,-36.32,18,-394.14,,False
25.11,0.96,54,-4.08,2,20.96,4.14,112.86,1.06,12.22,-23.98,-23.32,2.85,-223.14,,False
6.99,2.82,1095,4.96,20,32.46,-9.58,177.86,10.05,6.01,-20.12,-36.32,19.65,-34.14,-5.8,False
17.34,2.58,45,-7.4,2,20.6,2.18,102.86,1.01,10.44,-24.92,-21.32,2.73,-235.14,,False
-1.08,1.32,255,4.18,20,33.36,-4.3,112.86,6.85,5.13,-13.6,-26.32,25.2,-349.14,,True
14.46,0.84,45,-7.9,2,21.2,1.6,82.86,0.27,12.04,-26.12,-23.32,1.5,-202.14,-8.19,True
13.08,3.59,216,-4.54,2,21.38,-0.76,90.86,1.04,10.6,-23.6,-25.32,1.35,-211.14,-8.45,True
-0.45,2.38,690,3.54,20,32.16,-8.26,202.86,13.75,5.3,-16.32,-26.32,26.1,-454.14,,False
9.96,3.98,585,2.48,20,31.66,-2.22,187.86,8.8,7.92,-20.3,-26.32,16.05,-409.14,,False
16.86,2.3,15,-4.5,2,20.56,2.4,103.86,0.96,10.42,-24.78,-23.32,2.82,-166.14,,True
2.82,1.17,690,1.52,20,32.96,-5.06,312.86,8.15,8.54,-19.74,-36.32,17.85,-184.14,-7.13,False
3.24,0.16,960,4.82,20,31.36,-9.84,77.86,11.65,8.1,-15.16,-46.32,28.5,-169.14,,True
14.82,0.53,0,-7.76,2,20.52,3.3,116.86,0.28,11.28,-33.6,-24.32,1.35,-163.14,-6.44,False
0.33,1.15,315,5.66,20,35.26,-10.38,222.86,10.65,6.12,-15.92,-26.32,19.2,-469.14,,True
13.68,0.86,54,-3.6,2,21.28,-1.28,89.86,1.76,14.5,-26.02,-23.32,2.49,-211.14,-9.35,True
2.91,-0.41,30,-1.78,20,30.76,-8.96,227.86,8.4,6.13,-16.94,-26.32,25.35,-214.14,,False
5.85,0.56,750,5.24,20,32.46,-9,302.86,8.2,12.43,-21.14,-36.32,27,-109.14,,False
16.41,0.99,27,-4.96,2,20.78,-0.88,85.86,1.23,10.13,-24.68,-23.32,1.47,-202.14,,False
-1.59,-0.08,630,1.52,20,32.16,-10.56,152.86,12.9,6.33,-14.08,-36.32,26.55,-439.14,-9.46,True
-2.25,2.56,645,6.9,20,37.06,-11.58,197.86,7.7,8.95,-16.58,-26.32,27.15,-304.14,-8,True
6.39,1.2,480,1.12,20,30.26,-3.76,177.86,12.8,7.32,-16.84,-36.32,18.75,-154.14,,False
12.24,1.29,57,-3.68,2,21.6,3.78,78.86,1.59,11,-24.08,-25.32,0.36,-175.14,,True
-0.72,0.89,15,4.26,20,32.36,-10.62,112.86,5.85,6.55,-15.06,-21.32,27.15,-499.14,,True
16.05,2.01,165,-4.9,2,21.3,0.9,104.86,0.24,12.3,-24.6,-25.32,1.71,-157.14,-8.43,True
1.02,2.46,795,3.54,20,34.36,-6.8,232.86,12.15,7.33,-15.04,-26.32,17.4,-469.14,-7.19,False
-3.24,2.66,1020,2.8,20,35.96,-11.5,152.86,9.5,4.52,-13.62,-26.32,26.55,-484.14,-6.73,False
1.53,-0.01,195,3.88,20,30.46,-8.54,287.86,9.55,6.55,-16.32,-26.32,26.1,-349.14,,False
-0.21,1.11,405,5.36,20,36.06,-9.08,217.86,6.1,6.9,-13.66,-36.32,22.35,-394.14,-7.74,True
14.76,0.87,165,-3.96,2,21.3,-0.46,117.86,0.88,10.82,-25.24,-25.32,1.2,-187.14,-7.08,False
2.64,1.71,930,4.4,20,33.36,-10.24,212.86,11,5.66,-18.08,-36.32,27.9,10.86,-8.25,True
2.7,3.25,285,2.88,20,30.66,-7.12,152.86,7.6,7.13,-18.96,-36.32,17.85,-484.14,-7.05,False
1.23,-0.33,90,0.38,20,32.66,-8.2,222.86,9.55,6.07,-15.9,-36.32,19.5,-319.14,-7.16,False
0.12,0.54,330,2.84,20,36.46,-8.48,272.86,8.65,5.83,-15.48,-36.32,17.1,-304.14,,True
7.14,0.18,810,-6.28,20,29.96,-7.52,167.86,5.05,6.83,-22.34,-46.32,18.45,-154.14,,False
15.03,4.22,36,-4.14,2,20.66,2.5,116.86,0.57,10.87,-24.82,-25.32,1.2,-181.14,-7.12,False
16.44,2.32,3,-6.82,2,19.72,-0.06,116.86,1.36,11.55,-26.14,-23.32,1.2,-184.14,,False
8.34,0.76,720,1.22,20,31.86,-8.16,277.86,11.25,6.71,-18.34,-46.32,21.45,55.86,-6.84,False
-1.83,1.2,420,6.02,20,32.76,-10.86,147.86,5.6,7.63,-17.56,-26.32,28.95,-334.14,-9.26,True
5.25,0.69,75,-3.76,20,35.76,-4.08,292.86,10.4,5.59,-15.22,-26.32,19.65,-424.14,,True
12.66,0.9,12,-4.66,2,20.56,1.74,109.86,0.35,11.63,-24.32,-23.32,2.13,-163.14,-8.27,False
21.18,2.84,27,-7.18,2,21.54,0.26,93.86,0.12,10.72,-31.04,-22.32,1.44,-214.14,,True
-1.23,3.48,420,-4.48,20,31.36,-8.42,107.86,8,5.55,-15.76,-36.32,22.5,-229.14,,True
-0.09,1.11,990,6.94,20,34.86,-9.9,252.86,5.55,7.11,-14.1,-36.32,29.1,-184.14,,False
16.29,1.03,105,-3.94,2,19.76,0.12,110.86,1.79,12.38,-25.32,-25.32,2.88,-160.14,-8.97,True
1.5,-0.53,120,2.32,20,32.46,-6.36,232.86,12.8,7.4,-16.86,-26.32,17.1,-394.14,,False
19.35,1.69,21,-4.02,2,21.2,-0.08,92.86,1.04,14.13,-26.64,-21.32,1.68,-223.14,,True
-0.27,1.4,690,4.76,20,34.76,-8.7,222.86,5.9,5.83,-15.12,-36.32,19.65,-334.14,-6.06,False
13.68,0.58,27,-8.16,2,20.96,-0.16,83.86,1.16,10.09,-25.9,-25.32,1.44,-187.14,-8.49,True
12.93,1.06,57,-5.84,2,20.38,0.28,102.86,1.5,10.47,-24.04,-23.32,1.38,-235.14,-7.9,False
15.81,1.5,27,-4.48,2,19.98,1.54,85.86,1.48,12.39,-24.82,-23.32,1.83,-211.14,,False
1.35,0.38,1095,4.04,20,34.36,-7.3,227.86,9.2,8.73,-17.36,-36.32,23.1,-4.14,-7.14,True
12.51,0.44,39,-5.62,2,20.76,-0.9,111.86,1.57,10.27,-24.56,-25.32,2.28,-202.14,,True
3.03,1.31,1110,5.1,20,31.56,-8.82,232.86,7.05,6.51,-15.7,-36.32,29.55,-169.14,,False
13.92,0.99,24,-6.46,2,19.92,0.36,114.86,1.73,10.3,-24.08,-25.32,2.43,-190.14,,True
13.29,0.89,210,-3.88,2,21.68,2.32,94.86,1.83,10.7,-27.18,-25.32,0.09,-187.14,-6.8,False
25.44,3,18,-8.4,2,20.52,0.48,117.86,1.2,11.31,-28.7,-23.32,2.04,-247.14,-7.55,False
18.6,1.52,21,-5.24,2,20.92,4.48,103.86,1.76,10.09,-27.14,-21.32,0.81,-229.14,,False
0.87,1.03,75,-0.24,20,30.46,-7.54,192.86,6.95,6.99,-19.56,-36.32,22.2,-364.14,,False
15.96,1.51,42,-6.62,2,21.42,-1.16,83.86,0.61,10.09,-26.18,-24.32,2.4,-214.14,-8.94,True
19.92,0.8,108,-4.32,2,21.38,0.14,114.86,1.49,15.46,-24.86,-23.32,0.12,-163.14,,False
13.62,1.32,21,-3.88,2,20.54,-0.08,84.86,0.81,11.43,-26.7,-21.32,2.79,-220.14,-9.38,True
14.16,0.77,93,-5.84,2,21.06,-0.02,104.86,0.73,10.17,-28.5,-25.32,2.67,-169.14,,True
10.92,-0.87,420,3.94,20,31.96,-8.3,272.86,12.8,6.83,-17.18,-36.32,21.75,-49.14,-7,False
13.26,3.39,39,-9.38,2,21.32,1.22,85.86,1.61,10.76,-35.78,-23.32,1.77,-205.14,-7.95,True
13.47,1.32,108,-6,2,21.22,5.24,88.86,1.87,10.29,-28.56,-23.32,0.06,-160.14,,True
2.64,1.54,1050,3.1,20,31.36,-5.9,167.86,8.2,8.44,-20.08,-26.32,16.65,-454.14,-6.19,False
11.76,2.99,216,-6.8,2,21.3,-0.82,94.86,1.36,12.49,-26.4,-23.32,2.7,-250.14,,True
18.99,1.24,21,-5.1,2,20.02,2.02,115.86,1.69,11.16,-28.82,-25.32,2.82,-166.14,-9.13,True
6.96,-0.68,900,3.02,20,31.76,-6.68,237.86,14.2,6.99,-19,-36.32,16.5,-49.14,-5.75,False
-1.14,-0.14,300,4.04,20,31.16,-9.62,152.86,13.45,6.89,-15.32,-26.32,24.9,-439.14,-7.8,True
16.05,1.11,18,-5.4,2,21.46,4.04,117.86,0.32,10.29,-29.26,-23.32,1.71,-226.14,-7.76,False
14.7,1.17,168,-3.78,2,21.38,1.34,90.86,1.56,11.52,-29.64,-23.32,0.45,-193.14,-7.48,False
13.02,1.67,153,-6.7,2,21.66,-0.44,90.86,1.08,11.55,-23.86,-21.32,1.56,-223.14,,True
19.65,0.98,114,-6.42,2,19.94,1.6,89.86,1.9,12.49,-25.64,-25.32,2.28,-154.14,-9.26,True
13.68,1.39,99,-5.42,2,21.54,2.28,85.86,0.3,10.31,-24.74,-23.32,2.43,-163.14,,True
15.99,0.69,45,-4.7,2,20.3,0.02,119.86,1.68,11.09,-24.4,-25.32,1.77,-196.14,-7.92,False
15.75,2.08,27,-6.76,0,20.86,3.02,113.86,0.39,11.47,-24.52,-23.32,0.3,-160.14,,False
13.71,0.75,132,-8.26,2,20.62,3.24,107.86,1.23,10.17,-27.64,-25.32,1.17,-196.14,,False
-2.55,1.28,855,5.9,20,33.96,-7.8,182.86,9.45,4.76,-18.06,-36.32,28.8,-34.14,-8.82,True
11.82,3.32,885,2.42,20,29.86,-2.54,132.86,14.3,9.92,-17.56,-26.32,15.6,-469.14,,False
-1.02,1.27,105,0.84,20,31.36,-9.96,237.86,7.15,7.12,-18.4,-26.32,28.5,-409.14,-7.9,False
14.37,2.83,105,-3.82,2,21.52,-0.34,113.86,2.04,11.7,-30.38,-25.32,2.43,-181.14,,True
14.55,1.41,9,-6.22,2,20.52,0,91.86,1.77,10.62,-27.38,-23.32,2.28,-262.14,,False
0.66,-0.14,210,2.82,20,29.76,-8.68,97.86,8.75,7.63,-25.26,-26.32,21.6,-319.14,-6.49,False
-0.51,-0.18,945,5.56,20,31.16,-8.88,167.86,13.4,5.46,-14.18,-36.32,28.05,-109.14,,True
3.18,2.06,150,3.04,20,34.46,-8.8,252.86,6.5,6.73,-15.1,-36.32,19.2,-319.14,-6.96,True
1.23,-0.5,540,4.16,20,33.16,-8.12,147.86,7.95,5.62,-14.86,-46.32,17.55,-124.14,,True
2.91,0.8,435,-0.58,20,31.36,-7.28,132.86,5.65,6.16,-17.38,-36.32,16.8,-349.14,,False
15.3,1.57,102,-6.8,2,20.14,2.6,107.86,1.45,11.27,-33.02,-23.32,2.37,-190.14,,False
14.79,0.39,27,-11.52,2,21.4,-0.76,114.86,1.94,10.02,-24.08,-23.32,1.11,-187.14,-8.05,True
15.15,3.05,3,-4.68,2,21.76,-1.36,86.86,0.14,12.32,-25.98,-23.32,1.89,-196.14,-8.09,True
12.21,1.31,78,-4.9,2,21.12,0.46,83.86,0.2,10.49,-23.94,-23.32,1.83,-217.14,-8.16,True
21.42,4.66,111,-5.46,2,20.58,0.76,82.86,1.7,10.84,-24.28,-23.32,0.93,-181.14,,False
6.27,-0.02,975,1.1,20,30.26,-4.72,177.86,13.55,8.69,-17.8,-36.32,15.45,-49.14,-5.42,False
3.87,1.14,570,1.68,20,31.06,-4.3,297.86,14.5,6.85,-18.96,-36.32,20.55,25.86,-7.9,False
13.26,1.14,69,-4.38,2,20.18,-0.22,112.86,1.05,10.86,-37.84,-23.32,1.86,-172.14,,False
-2.19,1.17,1095,6.3,20,37.46,-11.62,242.86,6.4,4.97,-19.3,-46.32,24.15,55.86,,True
13.86,0.88,15,-3.64,2,21.1,-0.74,99.86,1.64,11.99,-25.64,-23.32,0.36,-229.14,,False
12.03,0.59,21,-4.34,2,21.5,0.02,80.86,1.48,13.97,-24.9,-25.32,0.6,-190.14,-8.85,True
-1.8,1.44,345,5.54,20,33.86,-8.16,127.86,8.9,6.5,-14.9,-36.32,18.15,-259.14,,True
4.83,1,450,-0.06,20,30.66,-4.4,192.86,5.9,6.12,-15.62,-26.32,23.4,-259.14,-7.76,False
-1.95,0.49,330,5.28,20,35.66,-9.7,217.86,6.3,5.62,-14.26,-36.32,19.95,-244.14,-8.97,True
20.07,0.65,60,-6.42,2,21.14,0.16,84.86,0.9,10.36,-24.1,-25.32,0.99,-169.14,-9.62,True
-1.89,2.83,345,6.3,20,36.36,-10.56,297.86,5.2,5.33,-13.3,-26.32,28.2,-409.14,-7.99,True
13.26,0.62,15,-5.24,2,21.3,1.94,97.86,1.94,11.01,-28.42,-25.32,1.83,-187.14,-9.13,True
3.48,2.64,975,-3.46,20,30.86,-4.32,172.86,8.8,6.41,-15.74,-36.32,21.3,-259.14,-6.57,False
-2.97,1.73,1110,6.66,20,37.16,-11.44,82.86,8.65,4.69,-14.04,-36.32,16.8,-19.14,-7.94,True
2.91,2.67,45,5.48,20,33.86,-9.86,197.86,9.65,6.01,-15.54,-36.32,22.2,-469.14,,True
15.96,1.67,42,-10.52,2,20.98,-1.34,77.86,1.03,10.82,-24.72,-23.32,2.37,-172.14,,True
15.18,1.57,69,-5.96,2,20.1,-0.18,96.86,1.87,11.36,-27.38,-23.32,1.44,-199.14,-7.05,False
3.6,-0.41,15,4.02,20,32.56,-4.18,207.86,14.6,8.14,-19.38,-21.32,16.95,-244.14,-7.06,False
2.67,4.01,615,6.92,20,38.96,-10.64,192.86,10.75,8.35,-13.62,-26.32,15.15,-244.14,,True
0.81,4.03,360,5.14,20,32.46,-9.6,247.86,7.6,10.02,-16.36,-36.32,24.6,-454.14,-6.24,False
4.89,2.25,495,5.42,20,32.36,-8.92,147.86,11.3,7.44,-15.76,-26.32,20.55,-229.14,,True
-0.39,3.53,1065,4.88,20,34.56,-8.5,212.86,8.05,5.44,-15.2,-26.32,19.65,-484.14,,False
12.54,0.73,63,-9,0,21.56,0.36,86.86,1.8,11.68,-23.42,-23.32,0.57,-184.14,-8.41,True
2.67,0.44,300,2.42,20,30.56,-5.38,272.86,6.8,7.38,-17.12,-36.32,21.9,-289.14,-5.64,False
18.12,1.59,210,-4.62,2,21.22,4.06,90.86,1.66,11.61,-28.7,-23.32,0.81,-175.14,,False
2.97,1.42,1125,1.74,20,39.86,-9.84,172.86,7.6,8.07,-17.32,-36.32,16.8,-94.14,-8.24,True
-0.48,-0.3,795,5.54,20,35.06,-10.18,242.86,9.5,7.4,-14.08,-46.32,22.2,-169.14,,True
12.42,3.05,93,-7.26,2,20.14,0.64,90.86,0.96,10.45,-24.12,-25.32,3.18,-157.14,,True
13.44,1.14,6,-5.18,2,21.14,-0.32,82.86,1.18,11.61,-28.2,-23.32,0.57,-178.14,-8.77,True
14.1,1.16,48,-4.64,2,20.72,-0.08,80.86,1.84,10.44,-23.7,-25.32,2.37,-178.14,-10.1,True
18.48,0.82,24,-5.3,2,21.36,-1,121.86,1.83,10.71,-24.26,-25.32,1.56,-196.14,,True
13.77,1.09,99,-4.2,2,20.42,-0.76,109.86,1.13,12.11,-29.86,-25.32,2.28,-154.14,,False
-0.27,0.88,1065,3.62,20,31.96,-6.68,262.86,14.25,6.38,-14.96,-36.32,26.85,-484.14,,False
13.02,0.44,84,-10.86,2,20.56,0.74,81.86,1.83,10.01,-27.54,-25.32,2.46,-169.14,,True
13.74,2.57,105,-3.3,2,21.46,0.9,111.86,1.66,14.03,-25.72,-23.32,2.85,-277.14,,True
14.34,0.95,12,-4.84,2,21.6,-0.94,122.86,0.99,9.86,-25.24,-25.32,2.46,-181.14,-9.61,True
-0.93,1.98,1065,5.74,20,33.06,-3.36,102.86,9.1,5.83,-19.84,-36.32,18,-424.14,,False
16.05,1.57,27,-6.22,2,19.78,1.48,90.86,0.64,10.52,-37.52,-23.32,2.37,-178.14,,False
1.47,-0.48,135,3.2,20,29.56,-6.92,302.86,6.8,6.2,-17.32,-36.32,29.55,-49.14,,False
12.87,2.8,495,3.98,20,33.86,-8.34,192.86,12.15,6.66,-16.22,-36.32,18.45,-439.14,-7.89,True
14.7,0.53,87,-4.16,2,20.26,-0.46,120.86,1.79,12.22,-29.3,-23.32,2.07,-169.14,,False
21,2.26,216,-3.56,2,21.38,0.88,104.86,0.16,13.43,-32.98,-25.32,2.19,-181.14,,True
0.81,0.96,300,5.22,20,31.66,-9.88,92.86,6.95,7.56,-16.18,-36.32,28.05,-484.14,,True
14.34,1.05,87,-6.18,2,20.44,0.66,118.86,0.81,10.5,-24.4,-25.32,2.34,-211.14,-8.42,False
1.53,1.4,720,-4.7,20,32.16,-4.52,262.86,13.7,6.63,-18.76,-26.32,21.6,-244.14,-7.46,False
8.58,0.27,360,-0.14,20,30.46,-5.5,237.86,8.5,9.36,-20.14,-36.32,16.5,-274.14,,False
12.15,1.7,72,-5.42,2,20.94,0.42,81.86,1.01,10.94,-25.64,-21.32,1.89,-262.14,,True
-3.51,0.2,810,4.44,20,37.66,-8.24,162.86,7.6,5.16,-19.84,-36.32,20.25,-109.14,-8.63,True
9.39,1.69,855,4.86,20,31.26,-8.84,182.86,8.15,6.06,-15.8,-26.32,26.1,-424.14,-6.29,False
13.23,1.34,213,-6.74,2,20.52,5.06,98.86,1.6,13.19,-24.12,-23.32,2.43,-199.14,-7.61,False
20.28,2.79,102,-7.32,2,21,-1.34,90.86,0.86,9.85,-29.28,-21.32,3.09,-229.14,-7.71,True
30.9,1.5,123,-5.04,2,21.54,-0.74,88.86,0.84,9.95,-24.44,-23.32,1.32,-172.14,-8.31,True
19.41,0.49,3,-5.66,2,19.92,1.6,104.86,1.43,12.18,-26.64,-23.32,2.19,-199.14,-7.28,False
0.24,1.81,270,4.36,20,30.06,-8.26,142.86,6.55,6.46,-17.4,-26.32,21.9,-274.14,-6.45,False
5.01,2.87,765,3.78,20,31.06,-8.94,187.86,9.2,8.84,-16.14,-26.32,21.3,-214.14,,False
14.25,0.83,36,-5.24,2,21.5,1.34,85.86,0.52,10.1,-24.66,-25.32,2.1,-172.14,-9.31,True
13.14,0.98,66,-7.76,2,20.5,1.18,112.86,1.24,10.61,-24.64,-25.32,1.98,-181.14,-7.83,False
12.24,0.12,15,3.12,20,32.96,-4.46,282.86,5.2,10.77,-20.16,-31.32,16.2,-244.14,,False
0.03,1.92,420,-2.28,20,31.96,-9.66,137.86,13.75,5.66,-17.62,-36.32,20.25,-259.14,-7.98,False
5.91,-0.52,900,2.72,20,31.96,-5.38,227.86,14.6,8.04,-15.34,-46.32,22.05,-64.14,-5.56,False
6.81,1.91,885,3.04,20,34.96,-9.48,212.86,10,5.8,-14.84,-26.32,15.9,-439.14,,False
12.33,1.73,57,-3.38,2,20.94,1.02,99.86,1.88,9.93,-25.26,-23.32,2.25,-229.14,-7.99,True
-1.71,0.54,195,5.26,20,31.36,-10.28,122.86,6,6.36,-15.52,-36.32,30.15,-379.14,,True
2.37,0.98,810,5.04,20,32.26,-7.42,222.86,7.6,5.61,-15.52,-36.32,29.1,-319.14,-7.33,False
1.56,-0.19,1095,4.88,20,33.96,-8.86,222.86,13,7.19,-20.28,-46.32,16.95,-184.14,-6.46,False
12.45,3.49,75,-5.48,2,20.44,-1.02,81.86,1.68,10.07,-24,-23.32,2.4,-262.14,,False
1.53,2.28,930,4.68,20,35.56,-10.46,287.86,11.9,6.04,-14.3,-26.32,21.15,-394.14,-7.72,False
2.97,-0.83,540,2.58,20,31.96,-5.54,297.86,13.5,7.26,-17.2,-36.32,21.6,25.86,-5.87,False
6.03,-0.38,465,2.28,20,31.06,-3.7,247.86,13.35,8.07,-17.5,-36.32,18.45,10.86,-6.38,False
13.68,1.08,126,-7.12,2,21.46,-0.3,114.86,0.49,11.01,-24.1,-23.32,2.01,-175.14,-8.96,True
14.91,0.84,60,-9,2,20.78,0.04,86.86,1.04,12.56,-26.34,-23.32,1.02,-169.14,-7.08,False
4.35,1.79,450,5.9,20,31.46,-9.96,127.86,13.9,5.65,-15.04,-26.32,23.85,-409.14,,True
